model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
knn,y_XLF,4,32,0.008388057955513943,0.014891561344065385,-0.14684187690479256,0.5625,0.5625,-0.14724990751388387,0.09347507331378298
knn,y_XLF,5,28,0.008159587052765371,0.010694956155573197,-0.18109224629680853,0.42857142857142855,0.42857142857142855,0.0886851995274132,0.01751505199781062
knn,y_XLF,6,29,0.007942717335139574,0.010472145938132307,-0.18942854944474585,0.4482758620689655,0.4482758620689655,0.12616410056186073,0.0566502463054187
knn,y_XLF,7,30,0.006735096706478843,0.009271199267538497,-0.2328737884332719,0.6333333333333333,0.6333333333333333,0.2632410296057171,0.21423804226918797
knn,y_XLF,8,34,0.006615015154371054,0.009932555155205263,0.08631890438063583,0.6764705882352942,0.6764705882352942,0.3191063427646736,0.26355996944232235
knn,y_XLF,9,35,0.013350528532100857,0.022965131636108745,-0.026641866698423167,0.6857142857142857,0.6857142857142857,-0.03676550244706574,0.04145658263305322
knn,y_XLF,10,35,0.015261964607617839,0.024036688244718572,-0.03605449016751017,0.5142857142857142,0.5142857142857142,-0.1459877783849516,-0.14481792717086836
knn,y_XLF,11,35,0.014234858267538513,0.023269527532441193,-0.05885514200978226,0.42857142857142855,0.42857142857142855,-0.1389290755166318,-0.07282913165266107
knn,y_XLF,12,34,0.007561728348258412,0.010666021164242308,-0.10603009365007865,0.4411764705882353,0.4411764705882353,0.04228857529047899,0.055924822533144555
knn,y_XLF,13,35,0.006922336343622232,0.008779990127525514,-0.18473635068297067,0.42857142857142855,0.42857142857142855,-0.07963004047535442,-0.1147139158216174
knn,y_XLF,14,34,0.007254300257107836,0.009023205804255939,-0.12226864640262303,0.5,0.5,-0.09456543986241908,-0.12696715049656226
knn,y_XLF,15,34,0.007527104815896574,0.008940600600555312,-0.20152241742709887,0.4411764705882353,0.4411764705882353,-0.13480521362030565,-0.16638655462184873
knn,y_XLF,16,33,0.007409897929394695,0.009236369359940644,-0.2409933410123939,0.3939393939393939,0.3939393939393939,-0.20851074330033018,-0.16744652406417113
knn,y_XLF,17,33,0.00716018878534106,0.009348741049487873,-0.3521486839652932,0.3333333333333333,0.3333333333333333,-0.29529624876061905,-0.2914438502673797
