target,fold_id,model,directional_accuracy
y_UUP,16,knn,0.5151515151515151
y_UUP,16,rf,0.4848484848484848
y_UUP,16,ridge,0.4545454545454545
y_UUP,16,mlp,0.4545454545454545
y_UUP,16,baseline_last,0.303030303030303
y_UUP,16,baseline_zero,0.0303030303030303
y_UUP,17,mlp,0.6060606060606061
y_UUP,17,knn,0.5151515151515151
y_UUP,17,rf,0.4848484848484848
y_UUP,17,ridge,0.3939393939393939
y_UUP,17,baseline_last,0.2424242424242424
y_UUP,17,baseline_zero,0.0
y_UUP,18,rf,0.4705882352941176
y_UUP,18,knn,0.4411764705882353
y_UUP,18,mlp,0.4411764705882353
y_UUP,18,baseline_last,0.3235294117647059
y_UUP,18,ridge,0.3235294117647059
y_UUP,18,baseline_zero,0.0294117647058823
y_UUP,19,rf,0.5714285714285714
y_UUP,19,knn,0.4857142857142857
y_UUP,19,mlp,0.4857142857142857
y_UUP,19,baseline_last,0.3428571428571428
y_UUP,19,ridge,0.2857142857142857
y_UUP,19,baseline_zero,0.0285714285714285
y_UUP,20,rf,0.5294117647058824
y_UUP,20,mlp,0.4411764705882353
y_UUP,20,knn,0.4117647058823529
y_UUP,20,ridge,0.3529411764705882
y_UUP,20,baseline_last,0.3235294117647059
y_UUP,20,baseline_zero,0.0294117647058823
y_UUP,21,mlp,0.5172413793103449
y_UUP,21,knn,0.4137931034482758
y_UUP,21,ridge,0.4137931034482758
y_UUP,21,rf,0.3448275862068966
y_UUP,21,baseline_last,0.3103448275862069
y_UUP,21,baseline_zero,0.0
y_UUP,22,mlp,0.4814814814814814
y_UUP,22,knn,0.3703703703703703
y_UUP,22,ridge,0.3703703703703703
y_UUP,22,baseline_last,0.3333333333333333
y_UUP,22,rf,0.3333333333333333
y_UUP,22,baseline_zero,0.037037037037037
y_UUP,23,mlp,0.5862068965517241
y_UUP,23,knn,0.4827586206896552
y_UUP,23,ridge,0.4137931034482758
y_UUP,23,rf,0.3448275862068966
y_UUP,23,baseline_last,0.2758620689655172
y_UUP,23,baseline_zero,0.0689655172413793
y_UUP,24,knn,0.5757575757575758
y_UUP,24,mlp,0.5757575757575758
y_UUP,24,ridge,0.4545454545454545
y_UUP,24,rf,0.3939393939393939
y_UUP,24,baseline_last,0.2121212121212121
y_UUP,24,baseline_zero,0.0606060606060606
y_XLB,0,mlp,0.5714285714285714
y_XLB,0,ridge,0.5428571428571428
y_XLB,0,rf,0.4285714285714285
y_XLB,0,knn,0.4
y_XLB,0,baseline_last,0.2571428571428571
y_XLB,0,baseline_zero,0.0285714285714285
y_XLB,1,mlp,0.6
y_XLB,1,knn,0.4857142857142857
y_XLB,1,ridge,0.4857142857142857
y_XLB,1,rf,0.4857142857142857
y_XLB,1,baseline_last,0.4285714285714285
y_XLB,1,baseline_zero,0.0
y_XLB,2,mlp,0.5405405405405406
y_XLB,2,ridge,0.4594594594594595
y_XLB,2,rf,0.4594594594594595
y_XLB,2,knn,0.4054054054054054
y_XLB,2,baseline_last,0.3783783783783784
y_XLB,2,baseline_zero,0.0
y_XLB,3,baseline_last,0.5
y_XLB,3,knn,0.5
y_XLB,3,ridge,0.4705882352941176
y_XLB,3,mlp,0.4705882352941176
y_XLB,3,rf,0.4117647058823529
y_XLB,3,baseline_zero,0.0
y_XLB,4,knn,0.53125
y_XLB,4,ridge,0.5
y_XLB,4,mlp,0.5
y_XLB,4,baseline_last,0.46875
y_XLB,4,rf,0.375
y_XLB,4,baseline_zero,0.0
y_XLB,5,mlp,0.6071428571428571
y_XLB,5,knn,0.5714285714285714
y_XLB,5,baseline_last,0.5
y_XLB,5,ridge,0.4642857142857143
y_XLB,5,rf,0.3928571428571428
y_XLB,5,baseline_zero,0.0
y_XLB,6,mlp,0.6206896551724138
