model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
rf,y_XLK,8,34,0.012897001081816782,0.016162943721550065,-0.13581434276402726,0.35294117647058826,0.35294117647058826,-0.38396838760580493,-0.3934300993124522
rf,y_XLK,9,35,0.02147638392172558,0.03318733105855402,-0.04449316727769537,0.42857142857142855,0.42857142857142855,-0.09841661467214574,-0.11988795518207283
rf,y_XLK,10,35,0.0233765543932921,0.03428579961687753,-0.04772958838552954,0.3142857142857143,0.3142857142857143,-0.2615702718620973,-0.2879551820728291
rf,y_XLK,11,35,0.020739433388085576,0.03309718296851817,-0.02581975210500187,0.45714285714285713,0.45714285714285713,-0.10448393151970504,0.025490196078431372
rf,y_XLK,12,34,0.010481652363616074,0.014346585064158748,-0.12067355503429211,0.5,0.5,-0.11775439151741036,-0.0374331550802139
rf,y_XLK,13,35,0.007374195760368861,0.009315093222539289,-0.263090501986746,0.4,0.4,-0.17733762140946968,-0.09299719887955182
rf,y_XLK,14,34,0.006951473043194019,0.00923339313193365,-0.3110390059342565,0.5,0.5,-0.3324287538472056,-0.2568372803666921
rf,y_XLK,15,34,0.007548763012986144,0.009236466646258237,-0.11022713920050364,0.5588235294117647,0.5588235294117647,-0.04869019011398456,-0.08907563025210084
rf,y_XLK,16,33,0.007844860320235254,0.009671341967897188,-0.06424621266216013,0.45454545454545453,0.45454545454545453,-0.00216852532383368,-0.1400401069518717
rf,y_XLK,17,33,0.008896561424368428,0.011561558196084105,-0.07488989049264805,0.36363636363636365,0.36363636363636365,0.03173668408992715,-0.12566844919786097
rf,y_XLK,18,34,0.008285015892016408,0.011002646352570306,0.0012807966662673476,0.5,0.5,0.186220184966344,0.0857142857142857
rf,y_XLK,19,35,0.009564151342497856,0.01292823158470327,0.05205341801771468,0.6,0.6,0.30143544532503863,0.3932773109243698
rf,y_XLK,20,34,0.009103359694828655,0.012016563384121243,0.07506822731025109,0.5294117647058824,0.5294117647058824,0.31883945082713866,0.2718105423987777
