scope,model,target,strategy,cost_bps,best_by,best_threshold,metric_value,metric_at_threshold0
per_target,rf,y_XLF,long_short,3.0,sharpe,0.0005,0.5185169598049281,-0.100402889983232
per_target,rf,y_XLI,long_flat,3.0,cum_return,0.005,-0.0196260273217501,-0.1762086669348489
per_target,rf,y_XLI,long_flat,3.0,sharpe,0.0005,-0.3720410426829177,-0.4611078505540627
per_target,rf,y_XLI,long_short,3.0,cum_return,0.005,0.0860205601821559,-0.599685546154282
per_target,rf,y_XLI,long_short,3.0,sharpe,0.005,0.4335532829961822,-1.4073635347848283
per_target,rf,y_XLK,long_flat,3.0,cum_return,0.003,-0.0278207463353378,-0.4297589449143743
per_target,rf,y_XLK,long_flat,3.0,sharpe,0.003,-0.0773115035632559,-0.823739476506247
per_target,rf,y_XLK,long_short,3.0,cum_return,0.003,-0.0184013084706577,-0.7867195521699396
per_target,rf,y_XLK,long_short,3.0,sharpe,0.003,-0.0061314182300201,-1.6421458070245156
per_target,rf,y_XLP,long_flat,3.0,cum_return,0.0,0.1635862303207329,0.1635862303207329
per_target,rf,y_XLP,long_flat,3.0,sharpe,0.003,0.7828962570845152,0.5672115474089601
per_target,rf,y_XLP,long_short,3.0,cum_return,0.003,0.019975830963445,-0.0170024262902833
per_target,rf,y_XLP,long_short,3.0,sharpe,0.003,0.1785656211320957,0.027603070255384
per_target,rf,y_XLRE,long_flat,3.0,cum_return,0.0005,0.4603126995037738,0.3381317417764871
per_target,rf,y_XLRE,long_flat,3.0,sharpe,0.002,1.545285782383302,0.9979565329570188
per_target,rf,y_XLRE,long_short,3.0,cum_return,0.0005,0.5826628972290966,0.5315035427103971
per_target,rf,y_XLRE,long_short,3.0,sharpe,0.002,1.190329638052556,0.8704942675636013
per_target,rf,y_XLU,long_flat,3.0,cum_return,0.0,0.4211363688778955,0.4211363688778955
per_target,rf,y_XLU,long_flat,3.0,sharpe,0.0,1.038065579178698,1.038065579178698
per_target,rf,y_XLU,long_short,3.0,cum_return,0.005,0.0420281674745703,-0.012794877659088
per_target,rf,y_XLU,long_short,3.0,sharpe,0.005,0.5141709391970867,0.0567601216682583
per_target,rf,y_XLV,long_flat,3.0,cum_return,0.005,-0.0300987751373821,-0.5523417731800928
per_target,rf,y_XLV,long_flat,3.0,sharpe,0.005,-0.3783913546824655,-2.148591799433178
per_target,rf,y_XLV,long_short,3.0,cum_return,0.005,-0.0300987751373821,-0.7770874881064452
per_target,rf,y_XLV,long_short,3.0,sharpe,0.005,-0.3783913546824655,-2.7280191617499248
per_target,rf,y_XLY,long_flat,3.0,cum_return,0.005,-0.0179585640707625,-0.0445916398003675
per_target,rf,y_XLY,long_flat,3.0,sharpe,0.0,-0.0230111908285771,-0.0230111908285771
per_target,rf,y_XLY,long_short,3.0,cum_return,0.001,-0.0758721127555536,-0.3923704874165674
per_target,rf,y_XLY,long_short,3.0,sharpe,0.001,-0.0437039499556369,-0.5294157657105159
per_target,ridge,y_BTC-USD,long_flat,3.0,cum_return,0.0,-0.338497874510513,-0.338497874510513
per_target,ridge,y_BTC-USD,long_flat,3.0,sharpe,0.0,-0.1083175174532421,-0.1083175174532421
per_target,ridge,y_BTC-USD,long_short,3.0,cum_return,0.0,-0.8949217861594235,-0.8949217861594235
per_target,ridge,y_BTC-USD,long_short,3.0,sharpe,0.0,-0.8033044027442162,-0.8033044027442162
per_target,ridge,y_GLD,long_flat,3.0,cum_return,0.005,0.1866332592690363,0.1576526793728845
per_target,ridge,y_GLD,long_flat,3.0,sharpe,0.005,0.474752859507587,0.3886255483383146
per_target,ridge,y_GLD,long_short,3.0,cum_return,0.005,-0.3420450341043147,-0.5641847578906369
per_target,ridge,y_GLD,long_short,3.0,sharpe,0.005,-0.6164428300319732,-1.1434387937254795
per_target,ridge,y_TLT,long_flat,3.0,cum_return,0.005,-0.2591502511966163,-0.3082904761476758
per_target,ridge,y_TLT,long_flat,3.0,sharpe,0.005,-1.1252780359498995,-1.224301703792364
per_target,ridge,y_TLT,long_short,3.0,cum_return,0.005,-0.387144992669592,-0.4414092345878991
per_target,ridge,y_TLT,long_short,3.0,sharpe,0.001,-1.2985287051459389,-1.429303062261264
per_target,ridge,y_UUP,long_flat,3.0,cum_return,0.001,-0.1426302315591227,-0.1636103076919685
per_target,ridge,y_UUP,long_flat,3.0,sharpe,0.001,-1.0197533403753882,-1.0984018851060766
per_target,ridge,y_UUP,long_short,3.0,cum_return,0.005,-0.282802247505081,-0.37513516589828
per_target,ridge,y_UUP,long_short,3.0,sharpe,0.001,-1.7331495649219035,-1.9520872442287271
per_target,ridge,y_XLB,long_flat,3.0,cum_return,0.0,-0.5182757507241575,-0.5182757507241575
per_target,ridge,y_XLB,long_flat,3.0,sharpe,0.0,-1.83538614144272,-1.83538614144272
per_target,ridge,y_XLB,long_short,3.0,cum_return,0.005,-0.7343512209947741,-0.7797624438332986
per_target,ridge,y_XLB,long_short,3.0,sharpe,0.005,-2.253626951634864,-2.288920458831452
per_target,ridge,y_XLC,long_flat,3.0,cum_return,0.0005,-0.1391101782062712,-0.1417222043206739
per_target,ridge,y_XLC,long_flat,3.0,sharpe,0.0005,-0.2459537326325491,-0.2523560114067472
per_target,ridge,y_XLC,long_short,3.0,cum_return,0.005,-0.4563069177325033,-0.5339783806244898
per_target,ridge,y_XLC,long_short,3.0,sharpe,0.005,-1.0386950382674744,-1.2089293731718749
per_target,ridge,y_XLE,long_flat,3.0,cum_return,0.0,0.2047843092039589,0.2047843092039589
per_target,ridge,y_XLE,long_flat,3.0,sharpe,0.002,0.3972436164372244,0.3908234708582432
per_target,ridge,y_XLE,long_short,3.0,cum_return,0.002,-0.0287497173900425,-0.0842937428932456
per_target,ridge,y_XLE,long_short,3.0,sharpe,0.002,0.0831762001244943,0.0140210628143384
per_target,ridge,y_XLF,long_flat,3.0,cum_return,0.0005,-0.2584314097665385,-0.2620399403155589
per_target,ridge,y_XLF,long_flat,3.0,sharpe,0.0005,-0.5175469272634639,-0.5212131979874063
per_target,ridge,y_XLF,long_short,3.0,cum_return,0.0005,-0.6226731347794394,-0.6382415812401125
per_target,ridge,y_XLF,long_short,3.0,sharpe,0.0005,-1.4567860045435606,-1.5086873795592162
per_target,ridge,y_XLI,long_flat,3.0,cum_return,0.0005,0.119833334530075,0.1113273007847657
per_target,ridge,y_XLI,long_flat,3.0,sharpe,0.0005,0.3161670247702525,0.2980365547835129
per_target,ridge,y_XLI,long_short,3.0,cum_return,0.0,-0.2543433064498048,-0.2543433064498048
per_target,ridge,y_XLI,long_short,3.0,sharpe,0.0,-0.3899610991462503,-0.3899610991462503
per_target,ridge,y_XLK,long_flat,3.0,cum_return,0.0,-0.042750023631322,-0.042750023631322
per_target,ridge,y_XLK,long_flat,3.0,sharpe,0.0,0.0157419781153465,0.0157419781153465
per_target,ridge,y_XLK,long_short,3.0,cum_return,0.0,-0.4037295735051729,-0.4037295735051729
per_target,ridge,y_XLK,long_short,3.0,sharpe,0.0,-0.4583291395969148,-0.4583291395969148
per_target,ridge,y_XLP,long_flat,3.0,cum_return,0.002,-0.0651865551263038,-0.0788313712435645
per_target,ridge,y_XLP,long_flat,3.0,sharpe,0.002,-0.2150638133994191,-0.2510629180206415
per_target,ridge,y_XLP,long_short,3.0,cum_return,0.002,-0.3588320875356754,-0.385586426467237
per_target,ridge,y_XLP,long_short,3.0,sharpe,0.002,-0.9936158253089324,-1.0412985443473524
per_target,ridge,y_XLRE,long_flat,3.0,cum_return,0.005,-0.2953533554958728,-0.3752940817475103
per_target,ridge,y_XLRE,long_flat,3.0,sharpe,0.003,-1.0812144101488104,-1.314894722474008
per_target,ridge,y_XLRE,long_short,3.0,cum_return,0.005,-0.6173941406454169,-0.664020141630723
per_target,ridge,y_XLRE,long_short,3.0,sharpe,0.005,-1.883860141263832,-1.931730942695009
per_target,ridge,y_XLU,long_flat,3.0,cum_return,0.0005,0.0799178628046988,0.0405194841782463
per_target,ridge,y_XLU,long_flat,3.0,sharpe,0.0005,0.2763061511133317,0.1655651796569802
per_target,ridge,y_XLU,long_short,3.0,cum_return,0.002,-0.4044867108867624,-0.4707894935530449
per_target,ridge,y_XLU,long_short,3.0,sharpe,0.002,-0.9878257405040956,-1.117343114741984
per_target,ridge,y_XLV,long_flat,3.0,cum_return,0.005,-0.2061148990197226,-0.2681673348796182
per_target,ridge,y_XLV,long_flat,3.0,sharpe,0.005,-0.634844862408807,-0.6879317929761465
per_target,ridge,y_XLV,long_short,3.0,cum_return,0.005,-0.3307329726117667,-0.3975111867127654
per_target,ridge,y_XLV,long_short,3.0,sharpe,0.0,-0.8576865606659677,-0.8576865606659677
per_target,ridge,y_XLY,long_flat,3.0,cum_return,0.005,0.0593132035622363,-0.1201301323764134
per_target,ridge,y_XLY,long_flat,3.0,sharpe,0.005,0.1875120416843234,-0.1392711727317949
per_target,ridge,y_XLY,long_short,3.0,cum_return,0.005,-0.2436147893668943,-0.4681033087269654
per_target,ridge,y_XLY,long_short,3.0,sharpe,0.005,-0.2958148915881408,-0.708675410906747
global,baseline_last,ALL,long_flat,5.0,cum_return,0.005,-0.09359304532093564,-0.1968594431508914
global,baseline_last,ALL,long_flat,5.0,sharpe,0.005,-0.4178979510351128,-0.8113427353132615
global,baseline_last,ALL,long_short,5.0,cum_return,0.005,-0.3740250743491392,-0.5576251117808276
global,baseline_last,ALL,long_short,5.0,sharpe,0.005,-1.0522957477716375,-1.5754532720462966
global,baseline_zero,ALL,long_flat,5.0,cum_return,0.0,0.0,0.0
global,baseline_zero,ALL,long_flat,5.0,sharpe,0.0,,
global,baseline_zero,ALL,long_short,5.0,cum_return,0.0,0.0,0.0
global,baseline_zero,ALL,long_short,5.0,sharpe,0.0,,
global,knn,ALL,long_flat,5.0,cum_return,0.005,-0.034144036134847885,-0.08184608248663595
global,knn,ALL,long_flat,5.0,sharpe,0.005,0.16097781689312315,-0.28186185042737116
global,knn,ALL,long_short,5.0,cum_return,0.005,-0.13347396524316651,-0.4320424240078676
global,knn,ALL,long_short,5.0,sharpe,0.005,-0.42256219246277504,-0.8540450597354717
global,mlp,ALL,long_flat,5.0,cum_return,0.0,0.024210617997470464,0.024210617997470464
global,mlp,ALL,long_flat,5.0,sharpe,0.0,-0.044708105040684586,-0.044708105040684586
global,mlp,ALL,long_short,5.0,cum_return,0.005,-0.29398189443037487,-0.31775911871227547
global,mlp,ALL,long_short,5.0,sharpe,0.0,-0.6268974717579875,-0.6268974717579875
global,rf,ALL,long_flat,5.0,cum_return,0.003,0.06596040087956699,0.036708626290902276
global,rf,ALL,long_flat,5.0,sharpe,0.0,-0.08407526173061926,-0.08407526173061926
global,rf,ALL,long_short,5.0,cum_return,0.005,0.03282948049756666,-0.259876924774901
global,rf,ALL,long_short,5.0,sharpe,0.005,0.022680149468164323,-0.6513070586609336
global,ridge,ALL,long_flat,5.0,cum_return,0.0,-0.21154053355556648,-0.21154053355556648
global,ridge,ALL,long_flat,5.0,sharpe,0.0,-0.6219548781276497,-0.6219548781276497
global,ridge,ALL,long_short,5.0,cum_return,0.005,-0.5574194473118818,-0.5690065328563331
global,ridge,ALL,long_short,5.0,sharpe,0.0,-1.4178854078107177,-1.4178854078107177
per_target,baseline_last,y_BTC-USD,long_flat,5.0,cum_return,0.002,0.30128705421074087,0.22550512244813992
per_target,baseline_last,y_BTC-USD,long_flat,5.0,sharpe,0.002,0.30385101467688946,0.2599505286714339
per_target,baseline_last,y_BTC-USD,long_short,5.0,cum_return,0.0,-0.6736810150086853,-0.6736810150086853
per_target,baseline_last,y_BTC-USD,long_short,5.0,sharpe,0.0,-0.30320883208031146,-0.30320883208031146
per_target,baseline_last,y_GLD,long_flat,5.0,cum_return,0.003,0.36139390620742673,-0.030322461200511075
per_target,baseline_last,y_GLD,long_flat,5.0,sharpe,0.005,0.9636030329192803,0.007843981931749518
per_target,baseline_last,y_GLD,long_short,5.0,cum_return,0.005,0.09895573283008452,-0.5038274370569588
per_target,baseline_last,y_GLD,long_short,5.0,sharpe,0.005,0.28853528261303174,-1.1625517862868429
per_target,baseline_last,y_TLT,long_flat,5.0,cum_return,0.003,-0.2162551608206037,-0.39937239769870025
per_target,baseline_last,y_TLT,long_flat,5.0,sharpe,0.003,-1.141223705417931,-2.0721334410736443
per_target,baseline_last,y_TLT,long_short,5.0,cum_return,0.003,-0.19906468811816347,-0.5228485952162071
per_target,baseline_last,y_TLT,long_short,5.0,sharpe,0.003,-0.7341974103977352,-2.12177896348067
per_target,baseline_last,y_UUP,long_flat,5.0,cum_return,0.002,-0.020816934956868316,-0.22900860319043903
per_target,baseline_last,y_UUP,long_flat,5.0,sharpe,0.002,-0.15714960577840364,-1.614352132539815
per_target,baseline_last,y_UUP,long_short,5.0,cum_return,0.005,-0.1843375962357684,-0.47769455300414454
per_target,baseline_last,y_UUP,long_short,5.0,sharpe,0.002,-1.2775161394627208,-3.0652511344112936
per_target,baseline_last,y_XLB,long_flat,5.0,cum_return,0.005,-0.30562459349013005,-0.34098450279280923
per_target,baseline_last,y_XLB,long_flat,5.0,sharpe,0.0,-1.200931855063774,-1.200931855063774
per_target,baseline_last,y_XLB,long_short,5.0,cum_return,0.005,-0.5652088923219699,-0.6074647324327731
per_target,baseline_last,y_XLB,long_short,5.0,sharpe,0.0,-1.5103561549792077,-1.5103561549792077
per_target,baseline_last,y_XLC,long_flat,5.0,cum_return,0.005,0.0843263432941832,-0.2011749186006192
per_target,baseline_last,y_XLC,long_flat,5.0,sharpe,0.005,0.3962280936081186,-0.6561489280011817
per_target,baseline_last,y_XLC,long_short,5.0,cum_return,0.005,-0.2588531275348981,-0.42914513748562544
per_target,baseline_last,y_XLC,long_short,5.0,sharpe,0.005,-0.5990932884879048,-0.9498634039552095
per_target,baseline_last,y_XLE,long_flat,5.0,cum_return,0.002,0.2952534514863552,0.0745087704042311
per_target,baseline_last,y_XLE,long_flat,5.0,sharpe,0.002,0.6827876638455557,0.22255328018492473
per_target,baseline_last,y_XLE,long_short,5.0,cum_return,0.002,-0.09244684098699851,-0.3297944313202221
per_target,baseline_last,y_XLE,long_short,5.0,sharpe,0.002,-0.04888319217838779,-0.44850830317485807
per_target,baseline_last,y_XLF,long_flat,5.0,cum_return,0.005,0.06382382795355368,-0.18377427463438556
per_target,baseline_last,y_XLF,long_flat,5.0,sharpe,0.005,0.23635240013860204,-0.4941018528715029
per_target,baseline_last,y_XLF,long_short,5.0,cum_return,0.005,0.16945554902483284,-0.6498384088654762
per_target,baseline_last,y_XLF,long_short,5.0,sharpe,0.005,0.4101077754948723,-1.7207524701697554
per_target,baseline_last,y_XLI,long_flat,5.0,cum_return,0.005,0.0015573683043483832,-0.28416662308816787
per_target,baseline_last,y_XLI,long_flat,5.0,sharpe,0.005,0.05158767636921641,-0.9205867080455118
per_target,baseline_last,y_XLI,long_short,5.0,cum_return,0.005,-0.43038993309024076,-0.6933428220795708
per_target,baseline_last,y_XLI,long_short,5.0,sharpe,0.005,-1.001078066341844,-1.9823504548182147
per_target,baseline_last,y_XLK,long_flat,5.0,cum_return,0.005,-0.24567955086706728,-0.36493544986392934
per_target,baseline_last,y_XLK,long_flat,5.0,sharpe,0.005,-0.5827761369397526,-0.8220713385967238
per_target,baseline_last,y_XLK,long_short,5.0,cum_return,0.001,-0.6297293077671993,-0.6641947810271865
per_target,baseline_last,y_XLK,long_short,5.0,sharpe,0.001,-1.112151922232395,-1.224136085225969
per_target,baseline_last,y_XLP,long_flat,5.0,cum_return,0.005,-0.21247799052213479,-0.3375881468814491
per_target,baseline_last,y_XLP,long_flat,5.0,sharpe,0.005,-1.072108914682414,-1.5880773848607077
per_target,baseline_last,y_XLP,long_short,5.0,cum_return,0.005,-0.4643056995196668,-0.6709587182840486
per_target,baseline_last,y_XLP,long_short,5.0,sharpe,0.005,-1.9036846103067966,-2.879301747497616
per_target,baseline_last,y_XLRE,long_flat,5.0,cum_return,0.005,-0.27866464770812593,-0.396464858989369
per_target,baseline_last,y_XLRE,long_flat,5.0,sharpe,0.005,-1.514977189344364,-1.8094415540133613
per_target,baseline_last,y_XLRE,long_short,5.0,cum_return,0.005,-0.5212982978125074,-0.6700935776563792
per_target,baseline_last,y_XLRE,long_short,5.0,sharpe,0.005,-1.831270158282799,-2.2816990795300853
per_target,baseline_last,y_XLU,long_flat,5.0,cum_return,0.0,0.12675823097816274,0.12675823097816274
per_target,baseline_last,y_XLU,long_flat,5.0,sharpe,0.0,0.4259836946853534,0.4259836946853534
per_target,baseline_last,y_XLU,long_short,5.0,cum_return,0.005,-0.25513795941584283,-0.417733146308244
per_target,baseline_last,y_XLU,long_short,5.0,sharpe,0.005,-0.8281921929836281,-1.1028020293407448
per_target,baseline_last,y_XLV,long_flat,5.0,cum_return,0.003,-0.028395200924036246,-0.09642552988343067
per_target,baseline_last,y_XLV,long_flat,5.0,sharpe,0.003,-0.07871337337274736,-0.3383196242286237
per_target,baseline_last,y_XLV,long_short,5.0,cum_return,0.0005,-0.21437279999371983,-0.2246449591166889
per_target,baseline_last,y_XLV,long_short,5.0,sharpe,0.0005,-0.4540292051768514,-0.4822523920620438
per_target,baseline_last,y_XLY,long_flat,5.0,cum_return,0.005,-0.27583953398746597,-0.5154460042700947
per_target,baseline_last,y_XLY,long_flat,5.0,sharpe,0.005,-0.8245183773119087,-1.5703076958775395
per_target,baseline_last,y_XLY,long_short,5.0,cum_return,0.005,-0.7371939282682933,-0.8291143618502044
per_target,baseline_last,y_XLY,long_short,5.0,sharpe,0.002,-1.938436594460544,-2.3969862436816287
per_target,baseline_zero,y_BTC-USD,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_BTC-USD,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_BTC-USD,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_BTC-USD,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_GLD,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_GLD,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_GLD,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_GLD,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_TLT,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_TLT,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_TLT,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_TLT,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_UUP,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_UUP,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_UUP,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_UUP,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLB,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLB,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLB,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLB,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLC,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLC,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLC,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLC,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLE,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLE,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLE,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLE,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLF,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLF,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLF,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLF,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLI,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLI,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLI,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLI,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLK,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLK,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLK,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLK,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLP,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLP,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLP,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLP,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLRE,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLRE,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLRE,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLRE,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLU,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLU,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLU,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLU,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLV,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLV,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLV,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLV,long_short,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLY,long_flat,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLY,long_flat,5.0,sharpe,0.0,,
per_target,baseline_zero,y_XLY,long_short,5.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLY,long_short,5.0,sharpe,0.0,,
per_target,knn,y_BTC-USD,long_flat,5.0,cum_return,0.001,0.12612456847727826,0.10764854948295977
per_target,knn,y_BTC-USD,long_flat,5.0,sharpe,0.001,0.20063995461467365,0.18915175042643279
per_target,knn,y_BTC-USD,long_short,5.0,cum_return,0.0,-0.745667880309891,-0.745667880309891
per_target,knn,y_BTC-USD,long_short,5.0,sharpe,0.0,-0.4123249076284467,-0.4123249076284467
per_target,knn,y_GLD,long_flat,5.0,cum_return,0.005,0.02410364959328337,-0.04452597194095709
per_target,knn,y_GLD,long_flat,5.0,sharpe,0.005,0.9022946450845077,-0.019461842484728747
per_target,knn,y_GLD,long_short,5.0,cum_return,0.005,0.02410364959328337,-0.7015975029894947
per_target,knn,y_GLD,long_short,5.0,sharpe,0.005,0.9022946450845077,-1.71367011381349
per_target,knn,y_TLT,long_flat,5.0,cum_return,0.005,0.015352192347844129,-0.2266741885241499
per_target,knn,y_TLT,long_flat,5.0,sharpe,0.005,0.8902338871506165,-1.2335546611049066
per_target,knn,y_TLT,long_short,5.0,cum_return,0.005,0.01700911888276524,-0.3113819315856594
per_target,knn,y_TLT,long_short,5.0,sharpe,0.005,0.14718594945299276,-0.8975962474979002
per_target,knn,y_UUP,long_flat,5.0,cum_return,0.005,0.0,-0.06926447304563776
per_target,knn,y_UUP,long_flat,5.0,sharpe,0.0,-0.28891091364448085,-0.28891091364448085
per_target,knn,y_UUP,long_short,5.0,cum_return,0.005,0.0,-0.22041589651670168
per_target,knn,y_UUP,long_short,5.0,sharpe,0.0,-1.0061370194990684,-1.0061370194990684
per_target,knn,y_XLB,long_flat,5.0,cum_return,0.005,0.033302124810560496,-0.10461718342621218
per_target,knn,y_XLB,long_flat,5.0,sharpe,0.005,0.9380624687201818,-0.3537558297132304
per_target,knn,y_XLB,long_short,5.0,cum_return,0.001,-0.19737810466644834,-0.25608389841360113
per_target,knn,y_XLB,long_short,5.0,sharpe,0.001,-0.2760167442596604,-0.36345203869438475
per_target,knn,y_XLC,long_flat,5.0,cum_return,0.002,-0.050438875813878514,-0.06403706684375354
per_target,knn,y_XLC,long_flat,5.0,sharpe,0.0,-0.22208593339863483,-0.22208593339863483
per_target,knn,y_XLC,long_short,5.0,cum_return,0.005,-0.20099735943530606,-0.472562137040097
per_target,knn,y_XLC,long_short,5.0,sharpe,0.0,-0.9949688726011494,-0.9949688726011494
per_target,knn,y_XLE,long_flat,5.0,cum_return,0.005,0.10345051805250893,-0.2190747339958231
per_target,knn,y_XLE,long_flat,5.0,sharpe,0.005,0.9222246848876946,-0.5499622865773812
per_target,knn,y_XLE,long_short,5.0,cum_return,0.005,0.5869404519867769,-0.643405747470136
per_target,knn,y_XLE,long_short,5.0,sharpe,0.005,1.237458476223515,-1.1620402472981861
per_target,knn,y_XLF,long_flat,5.0,cum_return,0.001,0.18447246037464726,-0.17191404665780508
per_target,knn,y_XLF,long_flat,5.0,sharpe,0.001,0.7407845324872674,-0.46179523852412047
per_target,knn,y_XLF,long_short,5.0,cum_return,0.005,-0.19157786120324893,-0.5619671611433362
per_target,knn,y_XLF,long_short,5.0,sharpe,0.005,-0.8591131960481745,-1.1973748926072125
per_target,knn,y_XLI,long_flat,5.0,cum_return,0.0005,0.18309115385422703,0.07581822416811224
per_target,knn,y_XLI,long_flat,5.0,sharpe,0.0005,0.8091982260960091,0.3296515137136663
per_target,knn,y_XLI,long_short,5.0,cum_return,0.0005,-0.27803517341104755,-0.33334646037563054
per_target,knn,y_XLI,long_short,5.0,sharpe,0.0005,-0.46097518995780146,-0.5681747544035727
per_target,knn,y_XLK,long_flat,5.0,cum_return,0.005,0.01534593365456427,-0.3169340510182298
per_target,knn,y_XLK,long_flat,5.0,sharpe,0.005,0.26332145806328294,-0.7788115893127926
per_target,knn,y_XLK,long_short,5.0,cum_return,0.005,-0.19726764336851532,-0.7102910480431373
per_target,knn,y_XLK,long_short,5.0,sharpe,0.005,-0.8874326597088128,-1.2815089045780317
per_target,knn,y_XLP,long_flat,5.0,cum_return,0.005,0.019045572005333966,-0.15728151445558514
per_target,knn,y_XLP,long_flat,5.0,sharpe,0.005,0.7841332224293557,-0.4992614821474145
per_target,knn,y_XLP,long_short,5.0,cum_return,0.003,0.028469943992809332,-0.48279686945607125
per_target,knn,y_XLP,long_short,5.0,sharpe,0.005,0.7841332224293557,-1.434810439218071
per_target,knn,y_XLRE,long_flat,5.0,cum_return,0.0005,0.07137230414605789,-0.05431947405192594
per_target,knn,y_XLRE,long_flat,5.0,sharpe,0.0005,0.43282782747324,-0.23889732953952336
per_target,knn,y_XLRE,long_short,5.0,cum_return,0.003,-0.0011248571091098114,-0.24801929791051025
per_target,knn,y_XLRE,long_short,5.0,sharpe,0.003,0.060736179929614234,-0.4398819558315187
per_target,knn,y_XLU,long_flat,5.0,cum_return,0.0,0.28212350329817104,0.28212350329817104
per_target,knn,y_XLU,long_flat,5.0,sharpe,0.0,0.6807763889499823,0.6807763889499823
per_target,knn,y_XLU,long_short,5.0,cum_return,0.005,-0.10485341959604788,-0.1885696657122249
per_target,knn,y_XLU,long_short,5.0,sharpe,0.0,-0.3108620375699899,-0.3108620375699899
per_target,knn,y_XLV,long_flat,5.0,cum_return,0.005,0.06830304064636206,-0.03126014281887368
per_target,knn,y_XLV,long_flat,5.0,sharpe,0.005,1.4938553150148879,-0.11707648779127203
per_target,knn,y_XLV,long_short,5.0,cum_return,0.005,0.024748196819359247,0.015049116330158263
per_target,knn,y_XLV,long_short,5.0,sharpe,0.005,0.42046506702327524,0.11006608088632842
