scope,model,target,strategy,cost_bps,best_by,best_threshold,metric_value,metric_at_threshold0
per_target,baseline_zero,y_XLI,long_short,1.0,sharpe,0.0,,
per_target,baseline_zero,y_XLK,long_flat,1.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLK,long_flat,1.0,sharpe,0.0,,
per_target,baseline_zero,y_XLK,long_short,1.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLK,long_short,1.0,sharpe,0.0,,
per_target,baseline_zero,y_XLP,long_flat,1.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLP,long_flat,1.0,sharpe,0.0,,
per_target,baseline_zero,y_XLP,long_short,1.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLP,long_short,1.0,sharpe,0.0,,
per_target,baseline_zero,y_XLRE,long_flat,1.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLRE,long_flat,1.0,sharpe,0.0,,
per_target,baseline_zero,y_XLRE,long_short,1.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLRE,long_short,1.0,sharpe,0.0,,
per_target,baseline_zero,y_XLU,long_flat,1.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLU,long_flat,1.0,sharpe,0.0,,
per_target,baseline_zero,y_XLU,long_short,1.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLU,long_short,1.0,sharpe,0.0,,
per_target,baseline_zero,y_XLV,long_flat,1.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLV,long_flat,1.0,sharpe,0.0,,
per_target,baseline_zero,y_XLV,long_short,1.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLV,long_short,1.0,sharpe,0.0,,
per_target,baseline_zero,y_XLY,long_flat,1.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLY,long_flat,1.0,sharpe,0.0,,
per_target,baseline_zero,y_XLY,long_short,1.0,cum_return,0.0,0.0,0.0
per_target,baseline_zero,y_XLY,long_short,1.0,sharpe,0.0,,
per_target,knn,y_BTC-USD,long_flat,1.0,cum_return,0.001,0.4628631650605148,0.4551611897183309
per_target,knn,y_BTC-USD,long_flat,1.0,sharpe,0.001,0.3921578888685613,0.3860275219790295
per_target,knn,y_BTC-USD,long_short,1.0,cum_return,0.0,-0.5607314334948634,-0.5607314334948634
per_target,knn,y_BTC-USD,long_short,1.0,sharpe,0.0,-0.1716599745274322,-0.1716599745274322
per_target,knn,y_GLD,long_flat,1.0,cum_return,0.0,0.1127483420292583,0.1127483420292583
per_target,knn,y_GLD,long_flat,1.0,sharpe,0.005,0.9780728077806228,0.2981432245738207
per_target,knn,y_GLD,long_short,1.0,cum_return,0.005,0.0273756327397181,-0.5949413022715733
per_target,knn,y_GLD,long_short,1.0,sharpe,0.005,0.9780728077806228,-1.25443761228431
per_target,knn,y_TLT,long_flat,1.0,cum_return,0.005,0.0218637709701954,-0.1391304199415072
per_target,knn,y_TLT,long_flat,1.0,sharpe,0.005,1.172398565329256,-0.706828587382455
per_target,knn,y_TLT,long_short,1.0,cum_return,0.005,0.0627806507544022,-0.1461982506026121
per_target,knn,y_TLT,long_short,1.0,sharpe,0.005,0.4805271217521727,-0.3473896636293697
per_target,knn,y_UUP,long_flat,1.0,cum_return,0.0,0.0188305746438708,0.0188305746438708
per_target,knn,y_UUP,long_flat,1.0,sharpe,0.0,0.1181427368550653,0.1181427368550653
per_target,knn,y_UUP,long_short,1.0,cum_return,0.005,0.0,-0.066157104778823
per_target,knn,y_UUP,long_short,1.0,sharpe,0.0,-0.2521362796524414,-0.2521362796524414
per_target,knn,y_XLB,long_flat,1.0,cum_return,0.002,0.0805158293869743,0.0007338839082495
per_target,knn,y_XLB,long_flat,1.0,sharpe,0.005,1.0588077410245411,0.0452138429967381
per_target,knn,y_XLB,long_short,1.0,cum_return,0.001,0.0105371024201477,-0.070088693251919
per_target,knn,y_XLB,long_short,1.0,sharpe,0.001,0.1094426031719806,-0.0154439421734941
per_target,knn,y_XLC,long_flat,1.0,cum_return,0.0,0.0714608387858481,0.0714608387858481
per_target,knn,y_XLC,long_flat,1.0,sharpe,0.0,0.3110135429329721,0.3110135429329721
per_target,knn,y_XLC,long_short,1.0,cum_return,0.005,-0.1555698492537318,-0.3083263497409247
per_target,knn,y_XLC,long_short,1.0,sharpe,0.0,-0.5357455130597772,-0.5357455130597772
per_target,knn,y_XLE,long_flat,1.0,cum_return,0.005,0.1356399145646978,-0.1152431260544916
per_target,knn,y_XLE,long_flat,1.0,sharpe,0.005,1.1732704427754614,-0.2404784448337966
per_target,knn,y_XLE,long_short,1.0,cum_return,0.005,0.7782624729410526,-0.5420420457931003
per_target,knn,y_XLE,long_short,1.0,sharpe,0.005,1.5249027130315709,-0.8497812858810475
per_target,knn,y_XLF,long_flat,1.0,cum_return,0.001,0.3333646480055376,-0.0496224805892761
per_target,knn,y_XLF,long_flat,1.0,sharpe,0.001,1.2357082015581289,-0.0836387838560822
per_target,knn,y_XLF,long_short,1.0,cum_return,0.005,-0.1373830548463992,-0.4226225464319141
per_target,knn,y_XLF,long_short,1.0,sharpe,0.005,-0.5881958179233422,-0.7665587726650546
per_target,knn,y_XLI,long_flat,1.0,cum_return,0.0005,0.3169458611584144,0.2159066954457524
per_target,knn,y_XLI,long_flat,1.0,sharpe,0.0005,1.304994947215375,0.8186088482972528
per_target,knn,y_XLI,long_short,1.0,cum_return,0.0005,-0.0771447738198142,-0.1477251280247656
per_target,knn,y_XLI,long_short,1.0,sharpe,0.0005,-0.0455627419762096,-0.1679908550759647
per_target,knn,y_XLK,long_flat,1.0,cum_return,0.005,0.0433295918524561,-0.2136087946097439
per_target,knn,y_XLK,long_flat,1.0,sharpe,0.005,0.7097448896976134,-0.4655166296286791
per_target,knn,y_XLK,long_short,1.0,cum_return,0.005,-0.1170123478032294,-0.6155159243973515
per_target,knn,y_XLK,long_short,1.0,sharpe,0.005,-0.4888904040556578,-0.9610213019490216
per_target,knn,y_XLP,long_flat,1.0,cum_return,0.001,0.1208207502171969,-0.0181159252023891
per_target,knn,y_XLP,long_flat,1.0,sharpe,0.005,0.877448707817749,-0.0104593306419264
per_target,knn,y_XLP,long_short,1.0,cum_return,0.001,0.2042708582749099,-0.2974748449584196
per_target,knn,y_XLP,long_short,1.0,sharpe,0.005,0.877448707817749,-0.737877025552758
per_target,knn,y_XLRE,long_flat,1.0,cum_return,0.0005,0.1869035876487317,0.0740029320031196
per_target,knn,y_XLRE,long_flat,1.0,sharpe,0.0005,1.0394528106344612,0.3787065296658332
per_target,knn,y_XLRE,long_short,1.0,cum_return,0.003,0.2263936039087839,-0.0295387115351155
per_target,knn,y_XLRE,long_short,1.0,sharpe,0.003,0.5577610983197515,0.0280885367104371
per_target,knn,y_XLU,long_flat,1.0,cum_return,0.0,0.5203981572629928,0.5203981572629928
per_target,knn,y_XLU,long_flat,1.0,sharpe,0.0,1.107709079140747,1.107709079140747
per_target,knn,y_XLU,long_short,1.0,cum_return,0.0,0.1415522140766594,0.1415522140766594
per_target,knn,y_XLU,long_short,1.0,sharpe,0.0,0.3310322390688432,0.3310322390688432
per_target,knn,y_XLV,long_flat,1.0,cum_return,0.0005,0.135019022616281,0.0966405545114135
per_target,knn,y_XLV,long_flat,1.0,sharpe,0.005,1.5856433850466198,0.4672166301600388
per_target,knn,y_XLV,long_short,1.0,cum_return,0.0,0.301331969004142,0.301331969004142
per_target,knn,y_XLV,long_short,1.0,sharpe,0.005,0.6421190407342414,0.5712839703771982
per_target,knn,y_XLY,long_flat,1.0,cum_return,0.002,-0.0203465017210908,-0.1258221742196221
per_target,knn,y_XLY,long_flat,1.0,sharpe,0.002,-0.056806134444789,-0.30851791020508
per_target,knn,y_XLY,long_short,1.0,cum_return,0.005,-0.1648197810551412,-0.504792641794321
per_target,knn,y_XLY,long_short,1.0,sharpe,0.002,-0.2356090613767106,-0.798544860654712
per_target,mlp,y_BTC-USD,long_flat,1.0,cum_return,0.003,1.5876956627193182,1.0109563924256912
per_target,mlp,y_BTC-USD,long_flat,1.0,sharpe,0.003,0.772313899078385,0.5789532974717625
per_target,mlp,y_BTC-USD,long_short,1.0,cum_return,0.005,0.9192730178962024,-0.0892553558488118
per_target,mlp,y_BTC-USD,long_short,1.0,sharpe,0.005,0.493473039677777,0.1482708846165663
per_target,mlp,y_GLD,long_flat,1.0,cum_return,0.0,0.7118003177441137,0.7118003177441137
per_target,mlp,y_GLD,long_flat,1.0,sharpe,0.0,1.3298208427370524,1.3298208427370524
per_target,mlp,y_GLD,long_short,1.0,cum_return,0.005,-0.0197402427472824,-0.0555086389013124
per_target,mlp,y_GLD,long_short,1.0,sharpe,0.005,0.0536441368531765,0.0157220074209893
per_target,mlp,y_TLT,long_flat,1.0,cum_return,0.003,0.0536346715664304,-0.0104958002108038
per_target,mlp,y_TLT,long_flat,1.0,sharpe,0.003,0.2401060605118353,0.0041558819745239
per_target,mlp,y_TLT,long_short,1.0,cum_return,0.0,0.1402211719571715,0.1402211719571715
per_target,mlp,y_TLT,long_short,1.0,sharpe,0.003,0.4024894459446507,0.3973998181145009
per_target,mlp,y_UUP,long_flat,1.0,cum_return,0.002,0.082735448704414,0.0820292108801237
per_target,mlp,y_UUP,long_flat,1.0,sharpe,0.002,0.5234562903039461,0.5029573897306773
per_target,mlp,y_UUP,long_short,1.0,cum_return,0.0,0.046071278458702,0.046071278458702
per_target,mlp,y_UUP,long_short,1.0,sharpe,0.0,0.2264541361730905,0.2264541361730905
per_target,mlp,y_XLB,long_flat,1.0,cum_return,0.0,-0.0138158753475058,-0.0138158753475058
per_target,mlp,y_XLB,long_flat,1.0,sharpe,0.0,0.0314078374348697,0.0314078374348697
per_target,mlp,y_XLB,long_short,1.0,cum_return,0.003,0.0323842109709739,-0.0684282995011867
per_target,mlp,y_XLB,long_short,1.0,sharpe,0.003,0.1432316404795692,-0.013042736915383
per_target,mlp,y_XLC,long_flat,1.0,cum_return,0.0,0.0137779714092143,0.0137779714092143
per_target,mlp,y_XLC,long_flat,1.0,sharpe,0.0,0.094915218014191,0.094915218014191
per_target,mlp,y_XLC,long_short,1.0,cum_return,0.005,-0.2657314204808234,-0.3632542473715434
per_target,mlp,y_XLC,long_short,1.0,sharpe,0.005,-0.5226198464512118,-0.6765941140670376
per_target,mlp,y_XLE,long_flat,1.0,cum_return,0.001,0.4879346768577755,0.4576637979521669
per_target,mlp,y_XLE,long_flat,1.0,sharpe,0.001,0.7903209348232,0.7479884022187429
per_target,mlp,y_XLE,long_short,1.0,cum_return,0.003,0.4534372902968744,0.3073821684747431
per_target,mlp,y_XLE,long_short,1.0,sharpe,0.003,0.5983637594994474,0.4563990625850614
per_target,mlp,y_XLF,long_flat,1.0,cum_return,0.0,0.3069304771774608,0.3069304771774608
per_target,mlp,y_XLF,long_flat,1.0,sharpe,0.0,0.5988601861021363,0.5988601861021363
per_target,mlp,y_XLF,long_short,1.0,cum_return,0.0,0.1377131670408333,0.1377131670408333
per_target,mlp,y_XLF,long_short,1.0,sharpe,0.0,0.3001396646701184,0.3001396646701184
per_target,mlp,y_XLI,long_flat,1.0,cum_return,0.001,0.1177357656942028,0.0573059333326864
per_target,mlp,y_XLI,long_flat,1.0,sharpe,0.001,0.3420777291267969,0.1998881373306108
per_target,mlp,y_XLI,long_short,1.0,cum_return,0.005,-0.0857104943512556,-0.3355145514030145
per_target,mlp,y_XLI,long_short,1.0,sharpe,0.005,-0.0730927974967177,-0.5764198539700555
per_target,mlp,y_XLK,long_flat,1.0,cum_return,0.0,-0.2592178257421995,-0.2592178257421995
per_target,mlp,y_XLK,long_flat,1.0,sharpe,0.0,-0.4024368971444733,-0.4024368971444733
per_target,mlp,y_XLK,long_short,1.0,cum_return,0.005,-0.5845903720115793,-0.6408827010293436
per_target,mlp,y_XLK,long_short,1.0,sharpe,0.003,-1.029251018816637,-1.041519709374126
per_target,mlp,y_XLP,long_flat,1.0,cum_return,0.0005,0.140521333510998,0.1382365018700433
per_target,mlp,y_XLP,long_flat,1.0,sharpe,0.0005,0.4992230688375356,0.4882756972414875
per_target,mlp,y_XLP,long_short,1.0,cum_return,0.0,-0.0594550317018569,-0.0594550317018569
per_target,mlp,y_XLP,long_short,1.0,sharpe,0.0,-0.0727783545800556,-0.0727783545800556
per_target,mlp,y_XLRE,long_flat,1.0,cum_return,0.002,0.2871125804376189,0.2163516207699976
per_target,mlp,y_XLRE,long_flat,1.0,sharpe,0.002,0.7662296189506727,0.5864029408583122
per_target,mlp,y_XLRE,long_short,1.0,cum_return,0.002,0.4818766459872972,0.281688063013469
per_target,mlp,y_XLRE,long_short,1.0,sharpe,0.002,0.8419307218261958,0.5405312058874653
per_target,mlp,y_XLU,long_flat,1.0,cum_return,0.0,0.3735997662044723,0.3735997662044723
per_target,mlp,y_XLU,long_flat,1.0,sharpe,0.0,0.8953085698418064,0.8953085698418064
per_target,mlp,y_XLU,long_short,1.0,cum_return,0.0,-0.0731167430114713,-0.0731167430114713
per_target,mlp,y_XLU,long_short,1.0,sharpe,0.0,-0.061671879228672,-0.061671879228672
per_target,mlp,y_XLV,long_flat,1.0,cum_return,0.001,-0.2316153350077073,-0.3022433094610397
per_target,mlp,y_XLV,long_flat,1.0,sharpe,0.001,-0.6516174924238133,-0.8609014010261907
per_target,mlp,y_XLV,long_short,1.0,cum_return,0.003,-0.3630317244666917,-0.4553678115312679
per_target,mlp,y_XLV,long_short,1.0,sharpe,0.003,-0.8345632098275624,-1.0460457193655848
per_target,mlp,y_XLY,long_flat,1.0,cum_return,0.0,0.4686300710030233,0.4686300710030233
per_target,mlp,y_XLY,long_flat,1.0,sharpe,0.0,0.7446547756078218,0.7446547756078218
per_target,mlp,y_XLY,long_short,1.0,cum_return,0.0,0.490441981701786,0.490441981701786
per_target,mlp,y_XLY,long_short,1.0,sharpe,0.0,0.6372601981137557,0.6372601981137557
per_target,rf,y_BTC-USD,long_flat,1.0,cum_return,0.003,2.237025163756402,1.0596424316228572
per_target,rf,y_BTC-USD,long_flat,1.0,sharpe,0.003,0.9095646526764988,0.5445671637472035
per_target,rf,y_BTC-USD,long_short,1.0,cum_return,0.003,1.5353703526960651,0.1342695726199088
per_target,rf,y_BTC-USD,long_short,1.0,sharpe,0.005,0.7379608309417833,0.244977006707335
per_target,rf,y_GLD,long_flat,1.0,cum_return,0.0,1.0059867091339476,1.0059867091339476
per_target,rf,y_GLD,long_flat,1.0,sharpe,0.0,1.38050661524748,1.38050661524748
per_target,rf,y_GLD,long_short,1.0,cum_return,0.0,0.3410223373357319,0.3410223373357319
per_target,rf,y_GLD,long_short,1.0,sharpe,0.0,0.5433572571873204,0.5433572571873204
per_target,rf,y_TLT,long_flat,1.0,cum_return,0.0005,0.3115603228820556,0.3046874377162043
per_target,rf,y_TLT,long_flat,1.0,sharpe,0.002,1.22441791144433,1.0776052760650892
per_target,rf,y_TLT,long_short,1.0,cum_return,0.0,0.9764772160644196,0.9764772160644196
per_target,rf,y_TLT,long_short,1.0,sharpe,0.0,1.8274405152076425,1.8274405152076425
per_target,rf,y_UUP,long_flat,1.0,cum_return,0.0,0.1387904900937231,0.1387904900937231
per_target,rf,y_UUP,long_flat,1.0,sharpe,0.003,0.9599128453098332,0.7573678099268162
per_target,rf,y_UUP,long_short,1.0,cum_return,0.0,0.1605271276062232,0.1605271276062232
per_target,rf,y_UUP,long_short,1.0,sharpe,0.003,1.456188439470496,0.6653980268756483
per_target,rf,y_XLB,long_flat,1.0,cum_return,0.005,-0.0363590719213746,-0.5343330948579542
per_target,rf,y_XLB,long_flat,1.0,sharpe,0.005,-1.1089847407802065,-1.7203818446327774
per_target,rf,y_XLB,long_short,1.0,cum_return,0.005,0.1328580529174012,-0.7919207144437366
per_target,rf,y_XLB,long_short,1.0,sharpe,0.005,0.6397037030456197,-2.38405033273321
per_target,rf,y_XLC,long_flat,1.0,cum_return,0.0,0.7463486435211515,0.7463486435211515
per_target,rf,y_XLC,long_flat,1.0,sharpe,0.0,1.3914916770246408,1.3914916770246408
per_target,rf,y_XLC,long_short,1.0,cum_return,0.0,0.9029479211806326,0.9029479211806326
per_target,rf,y_XLC,long_short,1.0,sharpe,0.0,1.1864358135864268,1.1864358135864268
per_target,rf,y_XLE,long_flat,1.0,cum_return,0.002,0.4496420048827079,0.1947781427994512
per_target,rf,y_XLE,long_flat,1.0,sharpe,0.002,0.6863700609891379,0.3598615001539853
per_target,rf,y_XLE,long_short,1.0,cum_return,0.003,0.3960858563903269,-0.0699114791441906
per_target,rf,y_XLE,long_short,1.0,sharpe,0.003,0.6724683748008856,0.0343908331381674
per_target,rf,y_XLF,long_flat,1.0,cum_return,0.0005,0.5701930820165151,0.2495374947095081
per_target,rf,y_XLF,long_flat,1.0,sharpe,0.0005,1.0916491648095945,0.5341092028215049
per_target,rf,y_XLF,long_short,1.0,cum_return,0.0005,0.4892846024788291,0.0299367850439169
per_target,rf,y_XLF,long_short,1.0,sharpe,0.0005,0.7725128175182995,0.1423303922137933
per_target,rf,y_XLI,long_flat,1.0,cum_return,0.005,-0.0160867501444867,-0.1070309331536302
per_target,rf,y_XLI,long_flat,1.0,sharpe,0.0005,-0.1456373423863463,-0.2454915491827921
per_target,rf,y_XLI,long_short,1.0,cum_return,0.005,0.0947259357367436,-0.529429515264223
per_target,rf,y_XLI,long_short,1.0,sharpe,0.005,0.4720055641144099,-1.1435804940823873
per_target,rf,y_XLK,long_flat,1.0,cum_return,0.003,0.0191755427015003,-0.3822312546063668
per_target,rf,y_XLK,long_flat,1.0,sharpe,0.003,0.1150501427873133,-0.6930663749436142
per_target,rf,y_XLK,long_short,1.0,cum_return,0.003,0.058044231221495,-0.7496727396732852
per_target,rf,y_XLK,long_short,1.0,sharpe,0.003,0.2217834746142853,-1.4585320044001022
per_target,rf,y_XLP,long_flat,1.0,cum_return,0.0,0.2624620357440614,0.2624620357440614
per_target,rf,y_XLP,long_flat,1.0,sharpe,0.003,0.9336291118057104,0.8480854600836566
per_target,rf,y_XLP,long_short,1.0,cum_return,0.0,0.1569839081544985,0.1569839081544985
per_target,rf,y_XLP,long_short,1.0,sharpe,0.0,0.3995688237249126,0.3995688237249126
per_target,rf,y_XLRE,long_flat,1.0,cum_return,0.0005,0.5818444092280515,0.453590996205611
per_target,rf,y_XLRE,long_flat,1.0,sharpe,0.002,1.8269459985927807,1.2680156590501146
per_target,rf,y_XLRE,long_short,1.0,cum_return,0.0005,0.853686216101234,0.8068199499423039
per_target,rf,y_XLRE,long_short,1.0,sharpe,0.002,1.4787873857791662,1.176199157533706
per_target,rf,y_XLU,long_flat,1.0,cum_return,0.0,0.5391186240047419,0.5391186240047419
per_target,rf,y_XLU,long_flat,1.0,sharpe,0.0,1.260950268441113,1.260950268441113
per_target,rf,y_XLU,long_short,1.0,cum_return,0.0,0.1582215235955517,0.1582215235955517
per_target,rf,y_XLU,long_short,1.0,sharpe,0.005,0.6424948568691935,0.3576926241205556
per_target,rf,y_XLV,long_flat,1.0,cum_return,0.005,-0.0281510990206881,-0.5190925690055602
per_target,rf,y_XLV,long_flat,1.0,sharpe,0.005,-0.3539002788828848,-1.950973542177307
per_target,rf,y_XLV,long_short,1.0,cum_return,0.005,-0.0281510990206881,-0.7427449539908036
per_target,rf,y_XLV,long_short,1.0,sharpe,0.005,-0.3539002788828848,-2.461031016924111
per_target,rf,y_XLY,long_flat,1.0,cum_return,0.0,0.0348088218521482,0.0348088218521482
per_target,rf,y_XLY,long_flat,1.0,sharpe,0.0,0.1452617745377127,0.1452617745377127
per_target,rf,y_XLY,long_short,1.0,cum_return,0.001,0.0731547755076094,-0.2868263651250545
per_target,rf,y_XLY,long_short,1.0,sharpe,0.001,0.2102897371953819,-0.321655892319046
per_target,ridge,y_BTC-USD,long_flat,1.0,cum_return,0.0,-0.2243165228361689,-0.2243165228361689
per_target,ridge,y_BTC-USD,long_flat,1.0,sharpe,0.0,-0.01302021279495,-0.01302021279495
per_target,ridge,y_BTC-USD,long_short,1.0,cum_return,0.0,-0.8555038385361067,-0.8555038385361067
per_target,ridge,y_BTC-USD,long_short,1.0,sharpe,0.0,-0.6627923482647653,-0.6627923482647653
per_target,ridge,y_GLD,long_flat,1.0,cum_return,0.005,0.2859607723177844,0.2528233948885987
per_target,ridge,y_GLD,long_flat,1.0,sharpe,0.005,0.6675785810870044,0.5601058964015843
per_target,ridge,y_GLD,long_short,1.0,cum_return,0.005,-0.2351149011966652,-0.4893672215181587
per_target,ridge,y_GLD,long_short,1.0,sharpe,0.005,-0.3629610493720878,-0.9066444802793197
per_target,ridge,y_TLT,long_flat,1.0,cum_return,0.005,-0.1999675040941897,-0.2527038531906278
per_target,ridge,y_TLT,long_flat,1.0,sharpe,0.005,-0.8281473712207422,-0.9608212324786884
per_target,ridge,y_TLT,long_short,1.0,cum_return,0.005,-0.2940462022896462,-0.3480514498989028
per_target,ridge,y_TLT,long_short,1.0,sharpe,0.001,-0.9025265693881552,-1.0403812958089285
per_target,ridge,y_UUP,long_flat,1.0,cum_return,0.001,-0.075479036778174,-0.0966521258996147
per_target,ridge,y_UUP,long_flat,1.0,sharpe,0.001,-0.5086094016798929,-0.6144029621502658
per_target,ridge,y_UUP,long_short,1.0,cum_return,0.005,-0.1937631143875533,-0.2711933127464251
per_target,ridge,y_UUP,long_short,1.0,sharpe,0.001,-1.0255391077904543,-1.3014305527173322
per_target,ridge,y_XLB,long_flat,1.0,cum_return,0.0,-0.474245252292144,-0.474245252292144
per_target,ridge,y_XLB,long_flat,1.0,sharpe,0.0,-1.6081000314604117,-1.6081000314604117
per_target,ridge,y_XLB,long_short,1.0,cum_return,0.005,-0.6877705483398147,-0.7375748910905779
per_target,ridge,y_XLB,long_short,1.0,sharpe,0.005,-1.966409367756636,-2.0115475139004366
per_target,ridge,y_XLC,long_flat,1.0,cum_return,0.0005,-0.0619605295468409,-0.0648105762756279
per_target,ridge,y_XLC,long_flat,1.0,sharpe,0.0005,-0.0641097347253646,-0.0705259087168942
per_target,ridge,y_XLC,long_short,1.0,cum_return,0.005,-0.3592164491608056,-0.4467541863500812
per_target,ridge,y_XLC,long_short,1.0,sharpe,0.005,-0.736450840554571,-0.9175514491497206
per_target,ridge,y_XLE,long_flat,1.0,cum_return,0.0,0.3141810069727571,0.3141810069727571
per_target,ridge,y_XLE,long_flat,1.0,sharpe,0.002,0.5391507037520442,0.5267208662683086
per_target,ridge,y_XLE,long_short,1.0,cum_return,0.002,0.1529647891917636,0.0898683148143624
per_target,ridge,y_XLE,long_short,1.0,sharpe,0.002,0.3027980954777186,0.2309004279670103
per_target,ridge,y_XLF,long_flat,1.0,cum_return,0.0005,-0.1926292910487229,-0.1959121735662532
per_target,ridge,y_XLF,long_flat,1.0,sharpe,0.0005,-0.3484513616256147,-0.3520471799567261
per_target,ridge,y_XLF,long_short,1.0,cum_return,0.0005,-0.5518860296276014,-0.5703637156230488
per_target,ridge,y_XLF,long_short,1.0,sharpe,0.0005,-1.1823571337590013,-1.2368393944599454
per_target,ridge,y_XLI,long_flat,1.0,cum_return,0.0005,0.2108974071342795,0.2021827788146133
per_target,ridge,y_XLI,long_flat,1.0,sharpe,0.0005,0.486932597408569,0.4680952685483059
per_target,ridge,y_XLI,long_short,1.0,cum_return,0.0,-0.1272722370031325,-0.1272722370031325
per_target,ridge,y_XLI,long_short,1.0,sharpe,0.0,-0.1313421320375477,-0.1313421320375477
per_target,ridge,y_XLK,long_flat,1.0,cum_return,0.0,0.0421461160150447,0.0421461160150447
per_target,ridge,y_XLK,long_flat,1.0,sharpe,0.0,0.1595929034657302,0.1595929034657302
per_target,ridge,y_XLK,long_short,1.0,cum_return,0.0,-0.2932655730816134,-0.2932655730816134
per_target,ridge,y_XLK,long_short,1.0,sharpe,0.0,-0.2636459219678127,-0.2636459219678127
per_target,ridge,y_XLP,long_flat,1.0,cum_return,0.002,0.0052185124304442,-0.0006866409435317
per_target,ridge,y_XLP,long_flat,1.0,sharpe,0.002,0.059958767688703,0.0401460473953427
per_target,ridge,y_XLP,long_short,1.0,cum_return,0.002,-0.2494407882984923,-0.2766866507998219
per_target,ridge,y_XLP,long_short,1.0,sharpe,0.002,-0.619499312840738,-0.6712529545594094
per_target,ridge,y_XLRE,long_flat,1.0,cum_return,0.005,-0.2431645187040466,-0.3233471532729756
per_target,ridge,y_XLRE,long_flat,1.0,sharpe,0.003,-0.8530333463349528,-1.0838320335924096
per_target,ridge,y_XLRE,long_short,1.0,cum_return,0.005,-0.554942528585591,-0.6057123708615647
per_target,ridge,y_XLRE,long_short,1.0,sharpe,0.005,-1.57629008875852,-1.6367314907181498
per_target,ridge,y_XLU,long_flat,1.0,cum_return,0.0005,0.1818151699395045,0.1373375285049691
per_target,ridge,y_XLU,long_flat,1.0,sharpe,0.0005,0.5386724766963615,0.4131782069438373
per_target,ridge,y_XLU,long_short,1.0,cum_return,0.002,-0.2912357224832398,-0.3674884017916547
per_target,ridge,y_XLU,long_short,1.0,sharpe,0.002,-0.6310917355923202,-0.7814480948956424
per_target,ridge,y_XLV,long_flat,1.0,cum_return,0.005,-0.1428798750746112,-0.2025571635493201
per_target,ridge,y_XLV,long_flat,1.0,sharpe,0.005,-0.4072195196527508,-0.4815931534421971
per_target,ridge,y_XLV,long_short,1.0,cum_return,0.005,-0.2203143799373581,-0.2845269048876928
per_target,ridge,y_XLV,long_short,1.0,sharpe,0.005,-0.5092092719927215,-0.5386988833145969
per_target,ridge,y_XLY,long_flat,1.0,cum_return,0.005,0.1427271978928681,-0.0462507342151246
per_target,ridge,y_XLY,long_flat,1.0,sharpe,0.005,0.3288567307861451,0.0022613756659929
per_target,ridge,y_XLY,long_short,1.0,cum_return,0.005,-0.1153697424279659,-0.3751360249445548
per_target,ridge,y_XLY,long_short,1.0,sharpe,0.005,-0.0710143859023937,-0.4982767536100173
global,baseline_last,ALL,long_flat,3.0,cum_return,0.005,-0.0372669676386425,-0.1213600622592527
global,baseline_last,ALL,long_flat,3.0,sharpe,0.005,-0.2096559377941434,-0.5583143204980208
global,baseline_last,ALL,long_short,3.0,cum_return,0.005,-0.301545853605802,-0.4757148090147011
global,baseline_last,ALL,long_short,3.0,sharpe,0.005,-0.7882503573169384,-1.2433453045704752
global,baseline_zero,ALL,long_flat,3.0,cum_return,0.0,0.0,0.0
global,baseline_zero,ALL,long_flat,3.0,sharpe,0.0,,
global,baseline_zero,ALL,long_short,3.0,cum_return,0.0,0.0,0.0
global,baseline_zero,ALL,long_short,3.0,sharpe,0.0,,
global,knn,ALL,long_flat,3.0,cum_return,0.001,-0.011422255862625,-0.0135683287778263
global,knn,ALL,long_flat,3.0,sharpe,0.005,0.2653058409170711,-0.0705640745421411
global,knn,ALL,long_short,3.0,cum_return,0.005,-0.105243924158936,-0.3509814942459813
global,knn,ALL,long_short,3.0,sharpe,0.005,-0.2942732972942418,-0.6249863081741062
global,mlp,ALL,long_flat,3.0,cum_return,0.0,0.1161252125245977,0.1161252125245977
global,mlp,ALL,long_flat,3.0,sharpe,0.0,0.1622776112988299,0.1622776112988299
global,mlp,ALL,long_short,3.0,cum_return,0.005,-0.1662728752486711,-0.1949357768333449
global,mlp,ALL,long_short,3.0,sharpe,0.0,-0.3392437313756637,-0.3392437313756637
global,rf,ALL,long_flat,3.0,cum_return,0.0,0.1289170459165707,0.1289170459165707
global,rf,ALL,long_flat,3.0,sharpe,0.0,0.1231553831410714,0.1231553831410714
global,rf,ALL,long_short,3.0,cum_return,0.005,0.066239461183511,-0.1260046353867301
global,rf,ALL,long_short,3.0,sharpe,0.005,0.122291597337381,-0.36564655793744
global,ridge,ALL,long_flat,3.0,cum_return,0.0,-0.140221714936608,-0.140221714936608
global,ridge,ALL,long_flat,3.0,sharpe,0.0,-0.4116229554425833,-0.4116229554425833
